Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Aug 2022,YEM,31900000,Lahj,Al qubaytah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,136500,82000,0.6,27500,0.2,27500,0.2,41000,0.3,41000,0.3,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Lahj,Yahr,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,56593,20000,0.35,17000,0.3,20000,0.35,11500,0.2,8500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Lahj,Habil jabr,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,63233,22000,0.35,19000,0.3,22000,0.35,12500,0.2,9500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Baqim,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,3988,2500,0.6,500,0.1,1000,0.3,2000,0.45,500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Sa'adah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,83992,50500,0.6,8500,0.1,25000,0.3,38000,0.45,12500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Kitaf wa al boqe'e,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,35365,19500,0.55,5500,0.15,10500,0.3,14000,0.4,5500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Al dhaher,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,8770,6000,0.65,1000,0.1,2000,0.25,4000,0.45,2000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Ghamr,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,35360,21500,0.6,5500,0.15,9000,0.25,16000,0.45,5500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Haydan,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,70183,45500,0.65,7000,0.1,17500,0.25,31500,0.45,14000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Razih,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,23679,14000,0.6,3500,0.15,6000,0.25,10500,0.45,3500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,As safra,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,99678,55000,0.55,20000,0.2,25000,0.25,35000,0.35,20000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Shada'a,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,3608,2000,0.55,500,0.15,1000,0.3,1500,0.4,500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Al hashwah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,25945,15500,0.6,4000,0.15,6500,0.25,10500,0.4,5000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Qatabir,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,43055,30000,0.7,4500,0.1,8500,0.2,21500,0.5,8500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Sahar,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,268425,188000,0.7,27000,0.1,53500,0.2,147500,0.55,40500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Majz,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,122877,61500,0.5,18500,0.15,43000,0.35,43000,0.35,18500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Monabbih,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,92318,65000,0.7,9000,0.1,18500,0.2,51000,0.55,14000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Sa'ada,Saqayn,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,87573,57000,0.65,13000,0.15,17500,0.2,44000,0.5,13000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Manar,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,10810,6500,0.6,2000,0.2,2000,0.2,5000,0.45,1500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Haswin,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,23329,10500,0.45,6000,0.25,7000,0.3,7000,0.3,3500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Qishn,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,24759,13500,0.55,6000,0.25,5000,0.2,10000,0.4,3500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Sayhut,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,24449,2500,0.1,11000,0.45,11000,0.45,2500,0.1,0,0,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Al masilah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,21631,9500,0.45,6500,0.3,5500,0.25,6500,0.3,3000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Hawf,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,10363,4500,0.45,2500,0.25,3000,0.3,3000,0.3,1500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Shahin,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,6524,500,0.1,2500,0.4,3500,0.5,500,0.1,0,0,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Al ghaydhah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,66046,16500,0.25,26500,0.4,23000,0.35,13000,0.2,3500,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Maharah,Hat,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,5911,500,0.05,2500,0.45,3000,0.5,500,0.05,0,0,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,As salif,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,8902,5000,0.55,1000,0.1,3000,0.35,3000,0.35,2000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Az zuhrah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,235049,129500,0.55,23500,0.1,82500,0.35,59000,0.25,70500,0.3,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al mina,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,42157,23500,0.55,4000,0.1,15000,0.35,15000,0.35,8500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al hawak,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,79138,47500,0.6,8000,0.1,23500,0.3,27500,0.35,20000,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Az zaydiyah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,170452,102000,0.6,25500,0.15,42500,0.25,68000,0.4,34000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Bayt al faqiah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,409230,225000,0.55,61500,0.15,123000,0.3,143000,0.35,82000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al qanawis,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,125239,69000,0.55,19000,0.15,37500,0.3,37500,0.3,31500,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Ad dahi,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,95104,57500,0.6,14500,0.15,24000,0.25,43000,0.45,14500,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,As sukhnah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,133488,80000,0.6,20000,0.15,33500,0.25,60000,0.45,20000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al hajjaylah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,19011,10500,0.55,3000,0.15,5500,0.3,7500,0.4,3000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Alluheyah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,187485,103000,0.55,28000,0.15,56000,0.3,65500,0.35,37500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al hali,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,68765,41000,0.6,7000,0.1,20500,0.3,20500,0.3,20500,0.3,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Jabal ra's,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,75073,41500,0.55,7500,0.1,26500,0.35,22500,0.3,19000,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al marawi'ah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,246890,135500,0.55,37000,0.15,74000,0.3,74000,0.3,61500,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al mighlaf,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,72611,40000,0.55,11000,0.15,22000,0.3,25500,0.35,14500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Ad durayhimi,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,14663,7500,0.5,2000,0.15,5000,0.35,4500,0.3,3000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Hays,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,12820,6500,0.5,2000,0.15,4500,0.35,4000,0.3,2500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al munirah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,63932,35000,0.55,9500,0.15,19000,0.3,19000,0.3,16000,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Zabid,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,300359,150000,0.5,45000,0.15,105000,0.35,105000,0.35,45000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,At tuhayta,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,77267,50000,0.65,7500,0.1,19500,0.25,27000,0.35,23000,0.3,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Bajil,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,306973,153500,0.5,46000,0.15,107500,0.35,107500,0.35,46000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Bura,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,81606,40500,0.5,12000,0.15,28500,0.35,28500,0.35,12000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al garrahi,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,128489,70500,0.55,13000,0.1,45000,0.35,45000,0.35,25500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al mansuriyah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,99676,55000,0.55,15000,0.15,30000,0.3,40000,0.4,15000,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Al khukhah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,99094,54500,0.55,20000,0.2,25000,0.25,29500,0.3,25000,0.25,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Al Hudaydah,Kamaran,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,4695,2500,0.55,500,0.1,1500,0.35,1500,0.35,1000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Ibb,Al udayn,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,210959,116000,0.55,42000,0.2,52500,0.25,74000,0.35,42000,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Ibb,Jiblah,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,173672,69500,0.4,43500,0.25,61000,0.35,52000,0.3,17500,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Ibb,Al qafr,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,162050,81000,0.5,32500,0.2,48500,0.3,48500,0.3,32500,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2022,YEM,31900000,Ibb,Al dhihar,,,0,,,,,,,,,,,,,2022-10-01,2022-12-31,261910,131000,0.5,65500,0.25,65500,0.25,78500,0.3,52500,0.2,0,0,,,0,,,,,,,,,,,,
