event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
YEM94593,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Ash Shaawir",14.2014,44.0016,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ash Shaawir (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94594,"13 December 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Yemen)",,"Political militia","Police Forces of Yemen (2017-) Houthi",,"State forces","State forces-Political militia",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,3,"Yemen Window",National,"On 13 December 2024, unidentified gunmen clashed with Houthi forces on Marib street near a Qat market in Amanat al Asimah governorate (coded to governorate capital Sanaa). The reason behind the clashes was Houthi forces attempt to 'assault' the residents. The clashes led to the closure of the street. Casualties unknown.",0,,1734466551
YEM94595,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Hazm al Udayn",14.0274,44.0053,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Hazm al Udayn (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94596,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Hazm al Udayn",14.0274,44.0053,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held 2 large Houthi-sponsored demonstrations in Al Mahattah and Al Amus in Hazm Al Udayn district (coded to district center Hazm al Udayn) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94597,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Najd Al Adan",14.0021,43.9605,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Najd Al Adan (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94598,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Hubaysh,,"Zalmah al Ulya",14.1023,44.094,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Hubaysh district (coded to district center Zalmah al Ulya) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94599,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Mudhaykhirah,,"Al Afyush",13.8427,43.8679,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Afyush (Mudhaykhirah, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94600,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Mudhaykhirah,,Haliyan,13.8909,44.0069,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Haliyan (Mudhaykhirah, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94601,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Mudhaykhirah,,"Markaz Mudhaykirah",13.8895,43.9688,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Markaz Mudhaykirah (Mudhaykhirah, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94602,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Mudhaykhirah,,"Uzlat Hazzah",13.8535,44.0089,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Hazzah region (Mudhaykhirah, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94603,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Yarim,,Yarim,14.298,44.3779,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Yarim district (coded to district center Yarim) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=large",1734466551
YEM94604,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Ghayl",,"Al Ghayl",16.1077,44.6801,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Ghayl district (coded to district center Al Ghayl) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94605,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Hazm",,"Al Hazm",16.1641,44.7769,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Hazm district (coded to district center Al Hazm) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94606,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Humaydat",,"Al Humaydat",16.4844,44.4294,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Humaydat district (coded to district center Al Humaydat) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94607,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Maslub",,"Al Maslub",16.1827,44.6261,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Maslub district (coded to district center Al Maslub) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94608,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Matammah",,"Hisn Bani Sad",16.2729,44.4773,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Matammah district (coded to district center Hisn Bani Sad) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94609,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Maton",,"Al Matun",16.2306,44.5848,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Maton district (coded to district center Al Matun) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94610,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Az Zahir",,"Az Zahir",16.3173,44.4951,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Az Zahir district (coded to district center Az Zahir) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94611,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Bart Al Anan",,"Al Anan",16.7219,44.3125,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Bart Al Anan district (coded to district center Al Anan) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94612,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Khabb wa Ash Shaaf",,"Al Mahjal",16.7117,44.8477,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Khabb wa Ash Shaaf district (coded to district center Al Mahjal) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94613,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Kharab Al Marashi",,"Al Khirab",16.5544,44.2905,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Kharab Al Marashi district (coded to district center Al Khirab) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94614,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf",Rajuzah,,Rajuzah,16.7006,44.4145,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Rajuzah district (coded to district center Rajuzah) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94615,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Khalq",,"Ar Rawd",16.0614,44.8101,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Khalq district (coded to district center Ar Rawd) (Al Jawf) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94616,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Marib,"Al Jubah",,Judaydah,15.0751,45.2996,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, residents of the southern districts of Marib held a large Houthi-sponsored demonstration in Al Jubah square in Al Judaydah (Al Jubah, Marib) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
