Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,3+,34074,0.5
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,1,13629,0.2
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,2,20444,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,3,23852,0.35
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,4,10222,0.15
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,all,68149,1.0
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,3+,23851,0.35
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,1,13629,0.2
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,2,30667,0.45
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,3,20444,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,4,3407,0.05
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,all,89001,1.0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,3+,35600,0.4
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,1,22250,0.25
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,2,31150,0.35
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,3,26700,0.3
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,4,8900,0.1
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,all,89001,1.0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,3+,44500,0.5
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,1,17800,0.2
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,2,26700,0.3
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,3,31150,0.35
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,4,13350,0.15
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,all,89001,1.0
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,3+,26700,0.3
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,1,17800,0.2
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,2,44500,0.5
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,3,22250,0.25
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,4,4450,0.05
Jun 2023,SDN,48579711,South Kordofan,At tadamon - sk,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,all,78038,1.0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,3+,35116,0.45
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,1,19509,0.25
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,2,23411,0.3
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,3,31215,0.4
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,4,3901,0.05
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,all,78038,1.0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,3+,39018,0.5
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,1,15607,0.2
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,2,23411,0.3
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,3,23411,0.3
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,4,15607,0.2
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,all,78038,1.0
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,3+,27312,0.35
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,1,19509,0.25
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,2,31215,0.4
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,3,19509,0.25
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,4,7803,0.1
Jun 2023,SDN,48579711,South Kordofan,Habila - sk,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,all,250267,1.0
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,3+,100106,0.4
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,1,62566,0.25
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,2,87593,0.35
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,3,87593,0.35
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,4,12513,0.05
Jun 2023,SDN,48579711,South Kordofan,Heiban,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,all,250267,1.0
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,3+,125132,0.5
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,1,62566,0.25
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,2,62566,0.25
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,3,100106,0.4
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,4,25026,0.1
Jun 2023,SDN,48579711,South Kordofan,Heiban,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,all,250267,1.0
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,3+,87592,0.35
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,1,50053,0.2
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,2,112620,0.45
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,3,62566,0.25
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,4,25026,0.1
Jun 2023,SDN,48579711,South Kordofan,Heiban,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,all,166611,1.0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,3+,83305,0.5
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,1,24991,0.15
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,2,58313,0.35
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,3,49983,0.3
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,4,33322,0.2
Jun 2023,SDN,48579711,South Kordofan,Kadugli,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,all,166611,1.0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,3+,108296,0.65
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,1,24991,0.15
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,2,33322,0.2
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,3,66644,0.4
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,4,41652,0.25
Jun 2023,SDN,48579711,South Kordofan,Kadugli,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,all,166611,1.0
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,3+,74974,0.45
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,1,24991,0.15
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,2,66644,0.4
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,3,49983,0.3
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,4,24991,0.15
Jun 2023,SDN,48579711,South Kordofan,Kadugli,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,all,74077,1.0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,3+,29630,0.4
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,1,14815,0.2
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,2,29630,0.4
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,3,22223,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,4,7407,0.1
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,all,74077,1.0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,3+,37037,0.5
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,1,14815,0.2
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,2,22223,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,3,25926,0.35
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,4,11111,0.15
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,all,74077,1.0
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,3+,22222,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,1,14815,0.2
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,2,37038,0.5
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,3,18519,0.25
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,4,3703,0.05
Jun 2023,SDN,48579711,South Kordofan,Ar rashad,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,all,45398,1.0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,3+,20428,0.45
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,1,9079,0.2
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,2,15889,0.35
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,3,15889,0.35
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,4,4539,0.1
Jun 2023,SDN,48579711,South Kordofan,Talawdi,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,all,45398,1.0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,3+,24968,0.55
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,1,9079,0.2
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,2,11349,0.25
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,3,18159,0.4
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,4,6809,0.15
Jun 2023,SDN,48579711,South Kordofan,Talawdi,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,all,45398,1.0
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,3+,15888,0.35
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,1,9079,0.2
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,2,20429,0.45
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,3,13619,0.3
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,4,2269,0.05
Jun 2023,SDN,48579711,South Kordofan,Talawdi,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,all,129947,1.0
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,3+,64973,0.5
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,1,19492,0.15
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,2,45481,0.35
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,3,38984,0.3
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,4,25989,0.2
Jun 2023,SDN,48579711,South Kordofan,Um durein,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,all,129947,1.0
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,3+,84464,0.65
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,1,19492,0.15
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,2,25989,0.2
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,3,51978,0.4
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,4,32486,0.25
Jun 2023,SDN,48579711,South Kordofan,Um durein,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,all,129947,1.0
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,3+,58476,0.45
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,1,19492,0.15
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,2,51978,0.4
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,3,38984,0.3
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,4,19492,0.15
Jun 2023,SDN,48579711,South Kordofan,Um durein,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,all,244201,1.0
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,3+,73260,0.3
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,1,97680,0.4
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,2,73260,0.3
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,3,48840,0.2
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,4,24420,0.1
Jun 2023,SDN,48579711,Sennar,Abu hujar,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,all,244201,1.0
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,3+,85470,0.35
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,1,73260,0.3
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,2,85470,0.35
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,3,73260,0.3
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,4,12210,0.05
Jun 2023,SDN,48579711,Sennar,Abu hujar,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,all,244201,1.0
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,3+,61050,0.25
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,1,97680,0.4
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,2,85470,0.35
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,3,48840,0.2
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,4,12210,0.05
Jun 2023,SDN,48579711,Sennar,Abu hujar,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,all,144317,1.0
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,3+,50510,0.35
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,1,43295,0.3
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,2,50510,0.35
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,3,36079,0.25
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,4,14431,0.1
Jun 2023,SDN,48579711,Sennar,Ad dali,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,all,144317,1.0
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,3+,57725,0.4
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,1,43295,0.3
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,2,43295,0.3
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,3,50510,0.35
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,4,7215,0.05
Jun 2023,SDN,48579711,Sennar,Ad dali,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,all,144317,1.0
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,3+,50510,0.35
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,1,43295,0.3
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,2,50510,0.35
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,3,36079,0.25
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,4,14431,0.1
Jun 2023,SDN,48579711,Sennar,Ad dali,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,all,399249,1.0
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,3+,59886,0.15
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,1,179662,0.45
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,2,159699,0.4
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,3,39924,0.1
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,4,19962,0.05
Jun 2023,SDN,48579711,Sennar,As suki,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,all,399249,1.0
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,3+,79849,0.2
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,1,119774,0.3
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,2,199624,0.5
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,3,59887,0.15
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,4,19962,0.05
Jun 2023,SDN,48579711,Sennar,As suki,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Sennar,As suki,second projection,2023-10-01,2024-02-29,all,399249,1.0
